gufi,timestamp,departure_runway_actual,departure_runway_actual_time,arrival_runway_actual,arrival_runway_actual_time
JIA5576.CLT.IAD.201204.1602.0040.TFM,2020-12-05 16:28:14,36R,2020-12-05 16:28:14,,
LN207CM.CLT.AVL.201205.1517.0005.TFM,2020-12-05 16:28:50,36R,2020-12-05 16:28:50,,
JIA5180.CLT.HPN.201204.1612.0026.TFM,2020-12-05 16:29:58,36R,2020-12-05 16:29:58,,
AAL874.CLT.AUA.201204.1612.0065.TFM,2020-12-05 16:30:36,36C,2020-12-05 16:30:36,,
JIA5155.CLT.RDU.201204.1607.0079.TFM,2020-12-05 16:31:08,36R,2020-12-05 16:31:08,,
JIA5694.CLT.AVP.201204.1617.0023.TFM,2020-12-05 16:31:28,36C,2020-12-05 16:31:28,,
JIA5510.CLT.DAB.201204.1607.0082.TFM,2020-12-05 16:32:49,36R,2020-12-05 16:32:49,,
AAL1263.CLT.PHX.201204.1612.0074.TFM,2020-12-05 16:32:49,36C,2020-12-05 16:32:49,,
AAL2369.IAH.CLT.201204.1437.0077.TFM,2020-12-05 16:33:22,,,36L,2020-12-05 16:33:22
JIA5323.CLT.ILM.201204.1612.0018.TFM,2020-12-05 16:33:36,36R,2020-12-05 16:33:36,,
AAL885.CLT.BUF.201204.1617.0089.TFM,2020-12-05 16:33:45,36C,2020-12-05 16:33:45,,
AAL2093.CLT.FLL.201204.1617.0085.TFM,2020-12-05 16:34:24,36R,2020-12-05 16:34:24,,
JIA5099.CLT.BNA.201204.1607.0069.TFM,2020-12-05 16:34:57,36C,2020-12-05 16:34:57,,
AAL2674.CLT.MCO.201204.1622.0079.TFM,2020-12-05 16:35:33,36R,2020-12-05 16:35:33,,
JIA5652.CLT.ERI.201204.1622.0030.TFM,2020-12-05 16:35:46,36C,2020-12-05 16:35:46,,
AAL1776.PVD.CLT.201204.1452.0055.TFM,2020-12-05 16:36:25,,,36L,2020-12-05 16:36:25
JIA5273.CLT.OAJ.201204.1617.0033.TFM,2020-12-05 16:36:35,36R,2020-12-05 16:36:35,,
JIA5277.CLT.OMA.201204.1617.0035.TFM,2020-12-05 16:36:48,36C,2020-12-05 16:36:48,,
EJA508.IAD.CLT.201204.1502.0125.TFM,2020-12-05 16:38:09,,,36R,2020-12-05 16:38:09
RPA4681.CLT.STL.201204.1617.0034.TFM,2020-12-05 16:38:19,36C,2020-12-05 16:38:19,,
JIA5166.CLT.CID.201204.1622.0038.TFM,2020-12-05 16:39:05,36C,2020-12-05 16:39:05,,
EDV4782.MSP.CLT.201204.1412.0086.TFM,2020-12-05 16:39:11,,,36L,2020-12-05 16:39:11
SWA565.CLT.DAL.201204.1617.0113.TFM,2020-12-05 16:40:01,36C,2020-12-05 16:40:01,,
AAL1854.CLT.SJU.201204.1607.0088.TFM,2020-12-05 16:40:09,36R,2020-12-05 16:40:09,,
PDT6135.CLT.LYH.201204.1617.0022.TFM,2020-12-05 16:40:52,36R,2020-12-05 16:40:52,,
JIA5041.CLT.XNA.201204.1627.0065.TFM,2020-12-05 16:41:25,36C,2020-12-05 16:41:25,,
JIA5184.CLT.GSO.201204.1622.0034.TFM,2020-12-05 16:42:00,36R,2020-12-05 16:42:00,,
JIA5054.CLT.SBN.201204.1627.0056.TFM,2020-12-05 16:42:29,36C,2020-12-05 16:42:29,,
JIA5603.CLT.VPS.201204.1627.0051.TFM,2020-12-05 16:43:12,36R,2020-12-05 16:43:12,,
AAL1406.CLT.DFW.201204.1612.0062.TFM,2020-12-05 16:43:26,36C,2020-12-05 16:43:26,,
AAL384.CLT.DCA.201204.1627.0124.TFM,2020-12-05 16:44:16,36R,2020-12-05 16:44:16,,
JIA5021.CLT.PNS.201204.1622.0039.TFM,2020-12-05 16:44:52,36C,2020-12-05 16:44:52,,
AAL859.CLT.NAS.201204.1627.0111.TFM,2020-12-05 16:45:23,36R,2020-12-05 16:45:23,,
AAL2910.CLT.LAX.201204.1607.0102.TFM,2020-12-05 16:45:58,36C,2020-12-05 16:45:58,,
JIA5144.CLT.CHS.201204.1612.0025.TFM,2020-12-05 16:46:26,36R,2020-12-05 16:46:26,,
JIA5134.CLT.MEM.201204.1607.0068.TFM,2020-12-05 16:46:57,36C,2020-12-05 16:46:57,,
AAL2368.CLT.BOS.201204.1632.0068.TFM,2020-12-05 16:47:38,36R,2020-12-05 16:47:38,,
AAL670.CLT.SFO.201204.1622.0076.TFM,2020-12-05 16:48:00,36C,2020-12-05 16:48:00,,
JIA5319.CLT.AVL.201204.1627.0060.TFM,2020-12-05 16:48:55,36C,2020-12-05 16:48:55,,
AAL1566.CLT.PUJ.201204.1632.0059.TFM,2020-12-05 16:49:03,36R,2020-12-05 16:49:03,,
RPA4517.CLT.MCI.201204.1627.0039.TFM,2020-12-05 16:49:50,36C,2020-12-05 16:49:50,,
JIA5638.CLT.MLB.201204.1632.0035.TFM,2020-12-05 16:50:00,36R,2020-12-05 16:50:00,,
AAL886.CLT.CUN.201204.1637.0099.TFM,2020-12-05 16:51:04,36R,2020-12-05 16:51:04,,
AAL2274.CLT.SEA.201204.1642.0106.TFM,2020-12-05 16:51:28,36C,2020-12-05 16:51:28,,
RPA4891.CLT.BGR.201204.1632.0030.TFM,2020-12-05 16:52:08,36R,2020-12-05 16:52:08,,
AAL875.CLT.MBJ.201204.1642.0100.TFM,2020-12-05 16:52:59,36C,2020-12-05 16:52:59,,
LXJ357.CLT.SFB.201205.1141.0002.TMA,2020-12-05 16:53:52,36R,2020-12-05 16:53:52,,
PDT6138.CLT.ROA.201204.1437.0041.TFM,2020-12-05 16:54:59,36R,2020-12-05 16:54:59,,
AAL122.CLT.DEN.201204.1627.0115.TFM,2020-12-05 16:55:27,36C,2020-12-05 16:55:27,,
RPA4526.CLT.CMH.201204.1637.0033.TFM,2020-12-05 16:56:17,36C,2020-12-05 16:56:17,,
AAL25.CLT.MIA.201204.1642.0102.TFM,2020-12-05 16:56:22,36R,2020-12-05 16:56:22,,
AAL2212.SAT.CLT.201204.1432.0046.TFM,2020-12-05 16:56:52,,,36L,2020-12-05 16:56:52
JIA5670.CLT.MSN.201204.1632.0034.TFM,2020-12-05 16:57:03,36C,2020-12-05 16:57:03,,
JIA5065.CLT.JAX.201204.1647.0044.TFM,2020-12-05 16:57:22,36R,2020-12-05 16:57:22,,
JIA5372.CLT.MDT.201204.1642.0007.TFM,2020-12-05 16:57:47,36C,2020-12-05 16:57:47,,
PDT6027.CLT.SBY.201204.1632.0039.TFM,2020-12-05 16:58:23,36R,2020-12-05 16:58:23,,
PDT6038.CLT.EVV.201204.1637.0044.TFM,2020-12-05 16:58:41,36C,2020-12-05 16:58:41,,
ASH6023.IAD.CLT.201204.1552.0066.TFM,2020-12-05 16:58:56,,,36L,2020-12-05 16:58:56
PDT6042.CLT.TOL.201204.1642.0011.TFM,2020-12-05 16:59:34,36C,2020-12-05 16:59:34,,
JIA5162.CLT.ORF.201204.1642.0022.TFM,2020-12-05 16:59:35,36R,2020-12-05 16:59:35,,
JIA5102.CLT.BTR.201204.1637.0073.TFM,2020-12-05 17:00:25,36C,2020-12-05 17:00:25,,
AAL2548.CLT.EWR.201204.1652.0064.TFM,2020-12-05 17:00:44,36R,2020-12-05 17:00:44,,
JIA5475.CLT.PIT.201204.1642.0017.TFM,2020-12-05 17:01:29,36C,2020-12-05 17:01:29,,
JIA5708.CLT.PVD.201204.1642.0014.TFM,2020-12-05 17:02:12,36R,2020-12-05 17:02:12,,
AAL2875.CLT.SAN.201204.1647.0093.TFM,2020-12-05 17:02:29,36C,2020-12-05 17:02:29,,
JIA5070.CLT.MEM.201204.1647.0052.TFM,2020-12-05 17:03:16,36C,2020-12-05 17:03:16,,
JIA5224.CLT.ATL.201204.1647.0048.TFM,2020-12-05 17:04:29,36C,2020-12-05 17:04:29,,
PDT6043.CLT.RIC.201204.1652.0036.TFM,2020-12-05 17:04:37,36R,2020-12-05 17:04:37,,
JIA5118.CLT.DTW.201204.1647.0055.TFM,2020-12-05 17:06:26,36C,2020-12-05 17:06:26,,
AAL2947.CLT.DFW.201204.1657.0131.TFM,2020-12-05 17:07:30,36C,2020-12-05 17:07:30,,
N303ST.CLT.FTY.201205.1548.0014.TFM,2020-12-05 17:08:42,36R,2020-12-05 17:08:42,,
AAL591.CLT.PWM.201204.1657.0138.TFM,2020-12-05 17:09:53,36R,2020-12-05 17:09:53,,
GJS4381.CLT.ORD.201204.1702.0103.TFM,2020-12-05 17:13:15,36C,2020-12-05 17:13:15,,
EJA623.CLT.FTY.201205.1102.0041.TFM,2020-12-05 17:17:43,36R,2020-12-05 17:17:43,,
DAL2335.CLT.ATL.201204.1707.0040.TFM,2020-12-05 17:19:59,36C,2020-12-05 17:19:59,,
N501RR.CLT.PBI.201205.1603.0004.TFM,2020-12-05 17:24:09,36R,2020-12-05 17:24:09,,
JIA5280.CLT.GSP.201204.1627.0067.TFM,2020-12-05 17:25:49,36R,2020-12-05 17:25:49,,
ASH6109.IAH.CLT.201204.1547.0042.TFM,2020-12-05 17:39:51,,,36C,2020-12-05 17:39:51
GJS4465.ORD.CLT.201204.1617.0128.TFM,2020-12-05 17:42:03,,,36C,2020-12-05 17:42:03
JIA5695.CLT.IND.201204.1637.0069.TFM,2020-12-05 17:46:03,36R,2020-12-05 17:46:03,,
AAL2030.DCA.CLT.201204.1652.0074.TFM,2020-12-05 17:49:32,,,36C,2020-12-05 17:49:32
AAL801.CLT.RSW.201204.1702.0027.TFM,2020-12-05 17:52:56,36R,2020-12-05 17:52:56,,
EDV4782.CLT.MSP.201204.1747.0021.TFM,2020-12-05 17:59:47,36C,2020-12-05 17:59:47,,
AAL2358.MIA.CLT.201204.1522.0069.TFM,2020-12-05 18:02:26,,,36C,2020-12-05 18:02:26
AAL758.CLT.SRQ.201204.1802.0048.TFM,2020-12-05 18:03:00,36R,2020-12-05 18:03:00,,
LN209CM.CHS.CLT.201205.1610.0017.TFM,2020-12-05 18:04:06,,,36R,2020-12-05 18:04:06
LXJ375.CLT.AGS.201205.1237.0001.TFM,2020-12-05 18:05:43,36R,2020-12-05 18:05:43,,
RPA5688.CLT.DTW.201204.1757.0056.TFM,2020-12-05 18:08:38,36C,2020-12-05 18:08:38,,
DAL2360.ATL.CLT.201204.1712.0035.TFM,2020-12-05 18:10:59,,,36C,2020-12-05 18:10:59
AAL887.CLT.CUN.201204.1807.0053.TFM,2020-12-05 18:21:48,36R,2020-12-05 18:21:48,,
CFMKZ.CLT.BCT.201205.1752.0004.TFM,2020-12-05 18:37:04,36R,2020-12-05 18:37:04,,
JIA5534.SRQ.CLT.201204.1717.0058.TFM,2020-12-05 18:43:17,,,36R,2020-12-05 18:43:17
RPA4923.SDF.CLT.201204.1802.0034.TFM,2020-12-05 19:08:41,,,36C,2020-12-05 19:08:41
AAL458.JFK.CLT.201204.1727.0067.TFM,2020-12-05 19:12:45,,,36R,2020-12-05 19:12:45
AAL1597.MCO.CLT.201204.1812.0074.TFM,2020-12-05 19:21:25,,,36R,2020-12-05 19:21:25
AAL792.CUN.CLT.201204.1707.0056.TFM,2020-12-05 19:25:55,,,36C,2020-12-05 19:25:55
SWA2366.DAL.CLT.201204.1727.0087.TFM,2020-12-05 19:27:43,,,36C,2020-12-05 19:27:43
EJA599.RDU.CLT.201205.1748.0003.TFM,2020-12-05 19:27:52,,,36R,2020-12-05 19:27:52
JIA5099.BNA.CLT.201204.1832.0052.TFM,2020-12-05 19:31:44,,,36R,2020-12-05 19:31:44
AAL835.SJD.CLT.201204.1607.0094.TFM,2020-12-05 19:34:08,,,36C,2020-12-05 19:34:08
NDL765.YHU.CLT.201205.1346.0006.TFM,2020-12-05 19:34:10,,,36R,2020-12-05 19:34:10
AAL1104.DEN.CLT.201204.1647.0092.TFM,2020-12-05 19:35:24,,,36C,2020-12-05 19:35:24
JIA5402.CAK.CLT.201204.1827.0031.TFM,2020-12-05 19:36:16,,,36R,2020-12-05 19:36:16
DAL2330.CLT.ATL.201204.1922.0020.TFM,2020-12-05 19:36:45,36C,2020-12-05 19:36:45,,
JIA5624.TLH.CLT.201204.1832.0073.TFM,2020-12-05 19:37:28,,,36C,2020-12-05 19:37:28
JIA5576.IAD.CLT.201204.1837.0028.TFM,2020-12-05 19:40:13,,,36R,2020-12-05 19:40:13
PDT6139.TYS.CLT.201204.1857.0068.TFM,2020-12-05 19:40:34,,,36C,2020-12-05 19:40:34
PDT6193.SBY.CLT.201204.1827.0007.TFM,2020-12-05 19:41:38,,,36R,2020-12-05 19:41:38
EJA548.CLT.PBI.201204.1932.0092.TFM,2020-12-05 19:43:05,36R,2020-12-05 19:43:05,,
AAL2091.DCA.CLT.201204.1837.0070.TFM,2020-12-05 19:45:45,,,36R,2020-12-05 19:45:45
AAL2591.IAH.CLT.201204.1752.0030.TFM,2020-12-05 19:45:56,,,36L,2020-12-05 19:45:56
JIA5420.MKE.CLT.201204.1812.0050.TFM,2020-12-05 19:47:34,,,36L,2020-12-05 19:47:34
RPA4742.GGT.CLT.201204.2327.0130.TFM_TFDM,2020-12-05 19:48:24,,,36R,2020-12-05 19:48:24
JIA5419.ECP.CLT.201204.1837.0026.TFM,2020-12-05 19:48:31,,,36C,2020-12-05 19:48:31
JIA5224.ATL.CLT.201204.1857.0054.TFM,2020-12-05 19:48:56,,,36L,2020-12-05 19:48:56
AAL1914.LAX.CLT.201204.1532.0038.TFM,2020-12-05 19:50:16,,,36L,2020-12-05 19:50:16
AAL272.BOS.CLT.201204.1752.0037.TFM,2020-12-05 19:50:34,,,36R,2020-12-05 19:50:34
JIA5429.DAY.CLT.201204.1842.0029.TFM,2020-12-05 19:51:40,,,36L,2020-12-05 19:51:40
JIA5513.BTV.CLT.201204.1752.0059.TFM,2020-12-05 19:52:31,,,36R,2020-12-05 19:52:31
PDT6004.AGS.CLT.201204.1917.0030.TFM,2020-12-05 19:53:10,,,36L,2020-12-05 19:53:10
AAL379.MIA.CLT.201204.1817.0021.TFM,2020-12-05 19:54:22,,,36R,2020-12-05 19:54:22
JIA5454.PIA.CLT.201204.1832.0063.TFM,2020-12-05 19:54:49,,,36L,2020-12-05 19:54:49
JIA5603.VPS.CLT.201204.1847.0016.TFM,2020-12-05 19:56:11,,,36L,2020-12-05 19:56:11
JIA5372.MDT.CLT.201204.1852.0037.TFM,2020-12-05 19:56:13,,,36R,2020-12-05 19:56:13
PDT6126.MGM.CLT.201204.1857.0046.TFM,2020-12-05 19:57:42,,,36L,2020-12-05 19:57:42
JIA5065.JAX.CLT.201204.1902.0036.TFM,2020-12-05 19:58:06,,,36C,2020-12-05 19:58:06
AAL1696.PHX.CLT.201204.1617.0082.TFM,2020-12-05 19:59:09,,,36L,2020-12-05 19:59:09
EJA508.CLT.SRQ.201205.1113.0010.TFM,2020-12-05 19:59:11,36R,2020-12-05 19:59:11,,
JIA5349.LEX.CLT.201204.1852.0046.TFM,2020-12-05 20:00:41,,,36L,2020-12-05 20:00:41
JIA5378.ORF.CLT.201204.1852.0042.TFM,2020-12-05 20:01:13,,,36R,2020-12-05 20:01:13
JIA5652.ERI.CLT.201204.1837.0030.TFM,2020-12-05 20:02:12,,,36L,2020-12-05 20:02:12
JIA5223.DSM.CLT.201204.1807.0038.TFM,2020-12-05 20:03:34,,,36L,2020-12-05 20:03:34
JIA5689.PNS.CLT.201204.1847.0017.TFM,2020-12-05 20:03:40,,,36R,2020-12-05 20:03:40
AAL1300.FLL.CLT.201204.1827.0116.TFM,2020-12-05 20:04:55,,,36C,2020-12-05 20:04:55
JIA5635.SGF.CLT.201204.1812.0057.TFM,2020-12-05 20:05:02,,,36L,2020-12-05 20:05:02
JIA5709.GRR.CLT.201204.1827.0009.TFM,2020-12-05 20:06:23,,,36L,2020-12-05 20:06:23
ASH6023.CLT.IAD.201204.1952.0070.TFM,2020-12-05 20:06:39,36C,2020-12-05 20:06:39,,
RPA4526.CMH.CLT.201204.1902.0019.TFM,2020-12-05 20:07:58,,,36L,2020-12-05 20:07:58
JIA5180.HPN.CLT.201204.1837.0051.TFM,2020-12-05 20:08:07,,,36R,2020-12-05 20:08:07
AAL1203.SEA.CLT.201204.1522.0058.TFM,2020-12-05 20:09:06,,,36L,2020-12-05 20:09:06
JIA5054.SBN.CLT.201204.1847.0020.TFM,2020-12-05 20:10:52,,,36L,2020-12-05 20:10:52
AAL2261.EWR.CLT.201204.1822.0032.TFM,2020-12-05 20:11:26,,,36R,2020-12-05 20:11:26
JIA5505.BHM.CLT.201204.1912.0077.TFM,2020-12-05 20:12:23,,,36L,2020-12-05 20:12:23
AAL1909.SAN.CLT.201204.1557.0124.TFM,2020-12-05 20:13:35,,,36L,2020-12-05 20:13:35
AAL2215.PHL.CLT.201204.1847.0074.TFM,2020-12-05 20:13:51,,,36R,2020-12-05 20:13:51
JIA5023.MSY.CLT.201204.1847.0024.TFM,2020-12-05 20:15:20,,,36L,2020-12-05 20:15:20
PDT6045.RIC.CLT.201204.1907.0024.TFM,2020-12-05 20:15:21,,,36R,2020-12-05 20:15:21
AAL1075.SFO.CLT.201204.1517.0045.TFM,2020-12-05 20:16:41,,,36L,2020-12-05 20:16:41
AAL2674.MCO.CLT.201204.1857.0196.TFM,2020-12-05 20:16:51,,,36R,2020-12-05 20:16:51
RPA4842.STL.CLT.201204.1847.0022.TFM,2020-12-05 20:18:27,,,36L,2020-12-05 20:18:27
JIA5502.GSO.CLT.201204.1937.0054.TFM,2020-12-05 20:18:28,,,36R,2020-12-05 20:18:28
AAL1419.LAS.CLT.201204.1622.0071.TFM,2020-12-05 20:19:44,,,36L,2020-12-05 20:19:44
AAL2810.PBI.CLT.201204.1842.0093.TFM,2020-12-05 20:20:01,,,36R,2020-12-05 20:20:01
JIA5694.AVP.CLT.201204.1827.0034.TFM,2020-12-05 20:21:16,,,36L,2020-12-05 20:21:16
JIA5176.CHS.CLT.201204.1942.0064.TFM,2020-12-05 20:21:34,,,36R,2020-12-05 20:21:34
JIA5638.MLB.CLT.201204.1852.0049.TFM,2020-12-05 20:22:45,,,36R,2020-12-05 20:22:45
AAL650.SAT.CLT.201204.1802.0020.TFM,2020-12-05 20:23:10,,,36L,2020-12-05 20:23:10
VTE3405.CLT.BKW.201204.2027.0024.TFM,2020-12-05 20:23:17,36C,2020-12-05 20:23:17,,
RPA4601.HHH.CLT.201204.1932.0038.TFM,2020-12-05 20:24:11,,,36R,2020-12-05 20:24:11
JIA5444.PIT.CLT.201204.1852.0034.TFM,2020-12-05 20:24:51,,,36L,2020-12-05 20:24:51
DAL2053.DTW.CLT.201204.1857.0131.TFM,2020-12-05 20:25:30,,,36C,2020-12-05 20:25:30
NDL765.CLT.OPF.201205.1346.0009.TFM,2020-12-05 20:25:36,36R,2020-12-05 20:25:36,,
AAL2869.RSW.CLT.201204.1852.0097.TFM,2020-12-05 20:26:18,,,36L,2020-12-05 20:26:18
JIA5242.EWN.CLT.201204.1922.0035.TFM,2020-12-05 20:26:33,,,36R,2020-12-05 20:26:33
AAL1990.TPA.CLT.201204.1842.0090.TFM,2020-12-05 20:27:48,,,36L,2020-12-05 20:27:48
JIA5161.OAJ.CLT.201204.1912.0095.TFM,2020-12-05 20:28:43,,,36R,2020-12-05 20:28:43
LN207CM.AVL.CLT.201205.1918.0013.TFM,2020-12-05 20:32:13,,,36R,2020-12-05 20:32:13
SKW4649.DEN.CLT.201204.1742.0033.TFM,2020-12-05 20:33:01,,,36C,2020-12-05 20:33:01
AAL885.BUF.CLT.201204.1842.0089.TFM,2020-12-05 20:35:44,,,36C,2020-12-05 20:35:44
AAL895.CUN.CLT.201204.1807.0049.TFM,2020-12-05 20:37:48,,,36C,2020-12-05 20:37:48
AAL179.DFW.CLT.201204.1817.0018.TFM,2020-12-05 20:40:24,,,36C,2020-12-05 20:40:24
JIA5695.IND.CLT.201204.1852.0040.TFM,2020-12-05 20:43:11,,,36R,2020-12-05 20:43:11
AAL2093.FLL.CLT.201204.1912.0102.TFM,2020-12-05 20:45:29,,,36C,2020-12-05 20:45:29
AAL2098.PDX.CLT.201204.1557.0119.TFM,2020-12-05 20:48:14,,,36C,2020-12-05 20:48:14
GJS4547.CLT.ORD.201204.2047.0105.TFM,2020-12-05 20:50:15,36C,2020-12-05 20:50:15,,
ABX3117.CVG.CLT.201205.1805.0010.TMA,2020-12-05 20:55:47,,,36R,2020-12-05 20:55:47
RPA4931.EYW.CLT.201204.1857.0035.TFM,2020-12-05 20:59:18,,,36C,2020-12-05 20:59:18
SWA3715.MDW.CLT.201204.1902.0066.TFM,2020-12-05 21:04:10,,,36C,2020-12-05 21:04:10
N804AC.SUA.CLT.201204.1932.0083.TFM,2020-12-05 21:08:21,,,36R,2020-12-05 21:08:21
JIA5041.XNA.CLT.201204.1932.0077.TFM,2020-12-05 21:10:28,,,36R,2020-12-05 21:10:28
JIA5670.MSN.CLT.201204.1927.0106.TFM,2020-12-05 21:11:17,,,36L,2020-12-05 21:11:17
AAL512.POP.CLT.201204.1807.0063.TFM,2020-12-05 21:12:44,,,36R,2020-12-05 21:12:44
N151B.CLT.JZI.201205.1029.0006.TFM,2020-12-05 21:14:14,36R,2020-12-05 21:14:14,,
AAL1950.PLS.CLT.201204.1827.0107.TFM,2020-12-05 21:15:57,,,36R,2020-12-05 21:15:57
JIA5102.BTR.CLT.201204.2002.0034.TFM,2020-12-05 21:16:10,,,36L,2020-12-05 21:16:10
AAL2731.CLT.JFK.201204.2112.0055.TFM,2020-12-05 21:17:55,36R,2020-12-05 21:17:55,,
JIA5344.MDT.CLT.201204.2002.0036.TFM,2020-12-05 21:18:21,,,36R,2020-12-05 21:18:21
N311TG.CLT.TRI.201205.2049.0003.TFM,2020-12-05 21:19:47,36R,2020-12-05 21:19:47,,
RPA4517.MCI.CLT.201204.1932.0061.TFM,2020-12-05 21:20:41,,,36L,2020-12-05 21:20:41
AAL2029.EWR.CLT.201204.1952.0052.TFM,2020-12-05 21:21:23,,,36R,2020-12-05 21:21:23
AAL1643.ATL.CLT.201204.2027.0137.TFM,2020-12-05 21:22:16,,,36L,2020-12-05 21:22:16
AAL2849.CLT.RDU.201204.2112.0066.TFM,2020-12-05 21:22:49,36R,2020-12-05 21:22:49,,
AAL847.CLT.DFW.201204.2112.0057.TFM,2020-12-05 21:22:51,36C,2020-12-05 21:22:51,,
AAL859.NAS.CLT.201204.1932.0049.TFM,2020-12-05 21:23:40,,,36R,2020-12-05 21:23:40
AAL1067.CLT.ATL.201204.2112.0072.TFM,2020-12-05 21:23:59,36C,2020-12-05 21:23:59,,
AAL1905.SFO.CLT.201204.1642.0094.TFM,2020-12-05 21:24:15,,,36L,2020-12-05 21:24:15
PDT6272.CHO.CLT.201204.2037.0031.TFM,2020-12-05 21:25:14,,,36R,2020-12-05 21:25:14
RPA4811.PIT.CLT.201204.2017.0021.TFM,2020-12-05 21:25:50,,,36L,2020-12-05 21:25:50
AAL401.CLT.ORD.201204.2112.0056.TFM,2020-12-05 21:26:10,36C,2020-12-05 21:26:10,,
AAL572.CLT.PHL.201204.2112.0042.TFM,2020-12-05 21:26:32,36R,2020-12-05 21:26:32,,
AAL627.CLT.LAS.201204.2117.0101.TFM,2020-12-05 21:27:14,36C,2020-12-05 21:27:14,,
JIA5659.CLT.LYH.201204.2112.0025.TFM,2020-12-05 21:27:15,36R,2020-12-05 21:27:15,,
RPA4511.CLE.CLT.201204.2002.0086.TFM,2020-12-05 21:27:34,,,36L,2020-12-05 21:27:34
JIA5512.SAV.CLT.201204.2037.0036.TFM,2020-12-05 21:27:45,,,36R,2020-12-05 21:27:45
JIA5110.CLT.RIC.201204.2112.0067.TFM,2020-12-05 21:29:00,36R,2020-12-05 21:29:00,,
AAL2254.DFW.CLT.201204.1927.0126.TFM,2020-12-05 21:29:05,,,36L,2020-12-05 21:29:05
RPA4669.CLT.PIT.201204.2117.0057.TFM,2020-12-05 21:29:48,36C,2020-12-05 21:29:48,,
JIA5488.RIC.CLT.201204.2022.0016.TFM,2020-12-05 21:29:57,,,36R,2020-12-05 21:29:57
JIA5309.HSV.CLT.201204.2022.0033.TFM,2020-12-05 21:30:52,,,36L,2020-12-05 21:30:52
AAL2472.CLT.LAX.201204.2122.0084.TFM,2020-12-05 21:31:25,36C,2020-12-05 21:31:25,,
JIA5619.CLT.CHS.201204.2112.0023.TFM,2020-12-05 21:31:30,36R,2020-12-05 21:31:30,,
PDT6275.PHF.CLT.201204.2027.0096.TFM,2020-12-05 21:31:57,,,36R,2020-12-05 21:31:57
AAL827.MBJ.CLT.201204.1852.0110.TFM,2020-12-05 21:33:15,,,36C,2020-12-05 21:33:15
JIA5093.CLT.EWN.201204.2117.0024.TFM,2020-12-05 21:33:30,36R,2020-12-05 21:33:30,,
JIA5425.GNV.CLT.201204.2037.0033.TFM,2020-12-05 21:33:32,,,36L,2020-12-05 21:33:32
JIA5708.PVD.CLT.201204.1942.0096.TFM,2020-12-05 21:34:17,,,36R,2020-12-05 21:34:17
AAL2817.ORD.CLT.201204.1957.0149.TFM,2020-12-05 21:34:43,,,36L,2020-12-05 21:34:43
RPA4902.CLT.HHH.201204.2127.0044.TFM,2020-12-05 21:35:47,36R,2020-12-05 21:35:47,,
AAL2368.BOS.CLT.201204.1942.0056.TFM,2020-12-05 21:36:01,,,36C,2020-12-05 21:36:01
AAL2856.CZM.CLT.201204.1912.0106.TFM,2020-12-05 21:36:17,,,36L,2020-12-05 21:36:17
AAL1942.LGA.CLT.201204.1957.0167.TFM,2020-12-05 21:37:20,,,36C,2020-12-05 21:37:20
JIA5246.CAK.CLT.201204.2027.0072.TFM,2020-12-05 21:37:49,,,36L,2020-12-05 21:37:49
AAL2279.CLT.MCO.201204.2112.0070.TFM,2020-12-05 21:38:31,36R,2020-12-05 21:38:31,,
DAL1641.ATL.CLT.201204.2042.0031.TFM,2020-12-05 21:38:56,,,36L,2020-12-05 21:38:56
AAL2438.DCA.CLT.201204.2027.0150.TFM,2020-12-05 21:39:42,,,36C,2020-12-05 21:39:42
AAL1344.CLT.MIA.201204.2122.0083.TFM,2020-12-05 21:39:58,36R,2020-12-05 21:39:58,,
JIA5212.GPT.CLT.201204.2027.0087.TFM,2020-12-05 21:40:14,,,36L,2020-12-05 21:40:14
AAL469.PHL.CLT.201204.2017.0064.TFM,2020-12-05 21:40:58,,,36R,2020-12-05 21:40:58
JIA5134.MEM.CLT.201204.1852.0039.TFM,2020-12-05 21:41:40,,,36L,2020-12-05 21:41:40
AAL689.CLT.PBI.201204.2127.0119.TFM,2020-12-05 21:42:26,36R,2020-12-05 21:42:26,,
AAL778.CLT.PHX.201204.2127.0114.TFM,2020-12-05 21:42:59,36C,2020-12-05 21:42:59,,
PDT6273.CLT.GSO.201204.2122.0036.TFM,2020-12-05 21:43:09,36R,2020-12-05 21:43:09,,
AAL2507.DEN.CLT.201204.1842.0091.TFM,2020-12-05 21:43:12,,,36L,2020-12-05 21:43:12
PDT6276.ROA.CLT.201204.2102.0054.TFM,2020-12-05 21:43:50,,,36R,2020-12-05 21:43:50
RPA4930.CLT.CMH.201204.2132.0041.TFM,2020-12-05 21:44:14,36C,2020-12-05 21:44:14,,
JIA5070.MEM.CLT.201204.2017.0033.TFM,2020-12-05 21:44:39,,,36L,2020-12-05 21:44:39
AAL290.CLT.TPA.201204.2127.0123.TFM,2020-12-05 21:45:11,36C,2020-12-05 21:45:11,,
PDT6278.CLT.PHF.201204.2117.0047.TFM,2020-12-05 21:45:19,36R,2020-12-05 21:45:19,,
JIA5103.CLT.PNS.201204.2122.0035.TFM,2020-12-05 21:46:02,36C,2020-12-05 21:46:02,,
PDT6255.CMI.CLT.201204.2027.0070.TFM,2020-12-05 21:46:02,,,36L,2020-12-05 21:46:02
JIA5042.CLT.SAV.201204.2132.0082.TFM,2020-12-05 21:46:04,36R,2020-12-05 21:46:04,,
